[INFO ] [2021-07-09 13:20:33,074] Pre-condition - Step 1: Open Browser: firefoxand navigate tohttps://demo.nopcommerce.com/
[INFO ] [2021-07-15 22:35:50,551] User_01_Register - Step 09: Verify Success Message Displayed
[INFO ] [2021-07-15 22:35:50,620]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-15 22:35:50,622] User_01_Register - Step 10: Click to Logout Link
[INFO ] [2021-07-15 22:35:54,186] User_02_Login - Step 01: Click to Login Link
[INFO ] [2021-07-15 22:35:56,826] User_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-07-15 22:35:57,218] User_02_Login - Step 03: Enter to Password
[INFO ] [2021-07-15 22:37:01,451] Pre-condition - Step 1: Open Browser: 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-15 22:37:14,495] User_01_Register - Step 01: Mo trang Homepage
[INFO ] [2021-07-15 22:37:14,498] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-07-15 22:37:17,633] User_01_Register - Step 03: Enter to first Textbox
[INFO ] [2021-07-15 22:37:17,752] User_01_Register - Step 04: Enter to Lastname Textbox
[INFO ] [2021-07-15 22:37:17,863] User_01_Register - Step 05: Enter to Email TextboxMessi55229@barca.com
[INFO ] [2021-07-15 22:37:17,982] User_01_Register - Step 06: Enter to Password
[INFO ] [2021-07-15 22:37:18,109] User_01_Register - Step 07: Enter to Confirm password
[INFO ] [2021-07-15 22:37:18,216] User_01_Register - Step 08: Click to Register Button
[INFO ] [2021-07-15 22:37:21,001] User_01_Register - Step 09: Verify Success Message Displayed
[INFO ] [2021-07-15 22:37:21,079]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-15 22:37:21,082] User_01_Register - Step 10: Click to Logout Link
[INFO ] [2021-07-15 22:37:26,322] User_02_Login - Step 01: Click to Login Link
[INFO ] [2021-07-15 22:37:27,405] User_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-07-15 22:37:28,557] Post-condition - Step 01: Close browser/driver+ firefox
[INFO ] [2021-07-15 22:37:28,557] OS name = windows 10
[INFO ] [2021-07-15 22:37:28,565] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-CPNL6G4', ip: '192.168.100.11', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_271'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 89.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20210622155641, moz:geckodriverVersion: 0.29.0, moz:headless: false, moz:processID: 7180, moz:profile: C:\Users\vailu\AppData\Loca..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 5a202df9-f46e-4724-bc15-3b5275333878
[INFO ] [2021-07-15 22:40:43,848] Pre-condition - Step 1: Open Browser: 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-15 22:40:43,848] Pre-condition - Step 1: Open Browser: 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-15 22:40:59,317] User_01_Register - Step 01: Mo trang Homepage
[INFO ] [2021-07-15 22:40:59,334] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-07-15 22:40:59,628] User_01_Register - Step 01: Mo trang Homepage
[INFO ] [2021-07-15 22:40:59,629] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-07-15 22:41:00,990] User_01_Register - Step 03: Enter to first Textbox
[INFO ] [2021-07-15 22:41:01,135] User_01_Register - Step 04: Enter to Lastname Textbox
[INFO ] [2021-07-15 22:41:01,244] User_01_Register - Step 05: Enter to Email TextboxMessi88191@barca.com
[INFO ] [2021-07-15 22:41:01,365] User_01_Register - Step 06: Enter to Password
[INFO ] [2021-07-15 22:41:01,489] User_01_Register - Step 07: Enter to Confirm password
[INFO ] [2021-07-15 22:41:01,596] User_01_Register - Step 08: Click to Register Button
[INFO ] [2021-07-15 22:41:03,653] User_01_Register - Step 09: Verify Success Message Displayed
[INFO ] [2021-07-15 22:41:03,764]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-15 22:41:03,767] User_01_Register - Step 10: Click to Logout Link
[INFO ] [2021-07-15 22:41:04,432] User_01_Register - Step 03: Enter to first Textbox
[INFO ] [2021-07-15 22:41:04,787] User_01_Register - Step 04: Enter to Lastname Textbox
[INFO ] [2021-07-15 22:41:04,968] User_01_Register - Step 05: Enter to Email TextboxMessi82064@barca.com
[INFO ] [2021-07-15 22:41:05,412] User_01_Register - Step 06: Enter to Password
[INFO ] [2021-07-15 22:41:05,591] User_01_Register - Step 07: Enter to Confirm password
[INFO ] [2021-07-15 22:41:05,779] User_01_Register - Step 08: Click to Register Button
[INFO ] [2021-07-15 22:41:06,289] User_02_Login - Step 01: Click to Login Link
[INFO ] [2021-07-15 22:41:06,816] User_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-07-15 22:41:06,947] User_02_Login - Step 03: Enter to Password
[INFO ] [2021-07-15 22:41:07,051] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-07-15 22:41:07,879] User_02_Login - Step 05: Verify Myaccount Link displayed
[INFO ] [2021-07-15 22:41:07,990]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-15 22:41:08,356] Post-condition - Step 01: Close browser/driver+ firefox
[INFO ] [2021-07-15 22:41:08,358] OS name = windows 10
[INFO ] [2021-07-15 22:41:10,044] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-15 22:41:11,049] User_01_Register - Step 09: Verify Success Message Displayed
[INFO ] [2021-07-15 22:41:11,161]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-15 22:41:11,161] User_01_Register - Step 10: Click to Logout Link
[INFO ] [2021-07-15 22:41:14,327] User_02_Login - Step 01: Click to Login Link
[INFO ] [2021-07-15 22:41:16,578] User_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-07-15 22:41:16,827] User_02_Login - Step 03: Enter to Password
[INFO ] [2021-07-15 22:41:17,031] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-07-15 22:41:18,644] User_02_Login - Step 05: Verify Myaccount Link displayed
[INFO ] [2021-07-15 22:41:18,783]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-15 22:41:19,105] Post-condition - Step 01: Close browser/driver+ chrome
[INFO ] [2021-07-15 22:41:19,105] OS name = windows 10
[INFO ] [2021-07-15 22:41:20,116] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-15 22:41:40,560] Pre-condition - Step 1: Open Browser: 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-15 22:41:40,560] Pre-condition - Step 1: Open Browser: 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-15 22:41:49,857] User_01_Register - Step 01: Mo trang Homepage
[INFO ] [2021-07-15 22:41:49,860] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-07-15 22:41:53,318] User_01_Register - Step 01: Mo trang Homepage
[INFO ] [2021-07-15 22:41:53,318] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-07-15 22:41:53,716] User_01_Register - Step 03: Enter to first Textbox
[INFO ] [2021-07-15 22:41:53,984] User_01_Register - Step 04: Enter to Lastname Textbox
[INFO ] [2021-07-15 22:41:54,169] User_01_Register - Step 05: Enter to Email TextboxMessi26765@barca.com
[INFO ] [2021-07-15 22:41:54,372] User_01_Register - Step 06: Enter to Password
[INFO ] [2021-07-15 22:41:54,553] User_01_Register - Step 07: Enter to Confirm password
[INFO ] [2021-07-15 22:41:54,792] User_01_Register - Step 08: Click to Register Button
[INFO ] [2021-07-15 22:41:54,884] User_01_Register - Step 03: Enter to first Textbox
[INFO ] [2021-07-15 22:41:55,005] User_01_Register - Step 04: Enter to Lastname Textbox
[INFO ] [2021-07-15 22:41:55,116] User_01_Register - Step 05: Enter to Email TextboxMessi31433@barca.com
[INFO ] [2021-07-15 22:41:55,231] User_01_Register - Step 06: Enter to Password
[INFO ] [2021-07-15 22:41:55,333] User_01_Register - Step 07: Enter to Confirm password
[INFO ] [2021-07-15 22:41:55,444] User_01_Register - Step 08: Click to Register Button
[INFO ] [2021-07-15 22:41:57,729] User_01_Register - Step 09: Verify Success Message Displayed
[INFO ] [2021-07-15 22:41:57,764] User_01_Register - Step 09: Verify Success Message Displayed
[INFO ] [2021-07-15 22:41:57,897]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-15 22:41:57,901] User_01_Register - Step 10: Click to Logout Link
[INFO ] [2021-07-15 22:41:57,910]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-15 22:41:57,910] User_01_Register - Step 10: Click to Logout Link
[INFO ] [2021-07-15 22:41:59,635] User_02_Login - Step 01: Click to Login Link
[INFO ] [2021-07-15 22:42:00,407] User_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-07-15 22:42:00,563] User_02_Login - Step 03: Enter to Password
[INFO ] [2021-07-15 22:42:00,814] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-07-15 22:42:02,255] Post-condition - Step 01: Close browser/driver+ firefox
[INFO ] [2021-07-15 22:42:02,255] OS name = windows 10
[INFO ] [2021-07-15 22:42:02,273] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-CPNL6G4', ip: '192.168.100.11', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_271'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 89.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20210622155641, moz:geckodriverVersion: 0.29.0, moz:headless: false, moz:processID: 9220, moz:profile: C:\Users\vailu\AppData\Loca..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 035c925d-8faa-451a-bcf6-27bad872a65a
[INFO ] [2021-07-15 22:42:02,977] User_02_Login - Step 01: Click to Login Link
[INFO ] [2021-07-15 22:42:05,282] User_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-07-15 22:42:05,460] User_02_Login - Step 03: Enter to Password
[INFO ] [2021-07-15 22:42:05,627] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-07-15 22:42:30,589] Post-condition - Step 01: Close browser/driver+ chrome
[INFO ] [2021-07-15 22:42:30,590] OS name = windows 10
[INFO ] [2021-07-15 22:42:42,783] chrome not reachable
  (Session info: chrome=91.0.4472.124)
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-CPNL6G4', ip: '192.168.100.11', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_271'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 91.0.4472.124, chrome: {chromedriverVersion: 91.0.4472.101 (af52a90bf870..., userDataDir: C:\Users\vailu\AppData\Loca...}, goog:chromeOptions: {debuggerAddress: localhost:54502}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:largeBlob: true, webauthn:virtualAuthenticators: true}
Session ID: 1b440a92236e423205aa3d68068470cf
[INFO ] [2021-07-16 11:40:05,399] Pre-condition - Step 1: Open Browser: 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-16 11:40:18,053] User_01_Register - Step 01: Mo trang Homepage
[INFO ] [2021-07-16 11:40:18,053] User_01_Register - Step 02: Click to Register Link
[INFO ] [2021-07-16 11:40:21,098] User_01_Register - Step 03: Enter to first Textbox
[INFO ] [2021-07-16 11:40:21,203] User_01_Register - Step 04: Enter to Lastname Textbox
[INFO ] [2021-07-16 11:40:21,312] User_01_Register - Step 05: Enter to Email TextboxMessi93377@barca.com
[INFO ] [2021-07-16 11:40:21,429] User_01_Register - Step 06: Enter to Password
[INFO ] [2021-07-16 11:40:21,523] User_01_Register - Step 07: Enter to Confirm password
[INFO ] [2021-07-16 11:40:21,619] User_01_Register - Step 08: Click to Register Button
[INFO ] [2021-07-16 11:40:24,695] User_01_Register - Step 09: Verify Success Message Displayed
[INFO ] [2021-07-16 11:40:24,780]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-16 11:40:24,780] User_01_Register - Step 10: Click to Logout Link
[INFO ] [2021-07-16 11:40:28,262] User_02_Login - Step 01: Click to Login Link
[INFO ] [2021-07-16 11:40:30,569] User_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-07-16 11:40:30,688] User_02_Login - Step 03: Enter to Password
[INFO ] [2021-07-16 11:40:30,797] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-07-16 11:40:33,632] User_02_Login - Step 05: Verify Myaccount Link displayed
[INFO ] [2021-07-16 11:40:33,749]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-16 11:40:34,078] Post-condition - Step 01: Close browser/driver+ firefox
[INFO ] [2021-07-16 11:40:34,078] OS name = windows 10
[INFO ] [2021-07-16 11:40:35,708] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-16 11:41:47,284] Pre-condition - Step 01: Open Browser: 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-16 11:41:57,664] Pre-condition  - Step 02: Click to Login Link
[INFO ] [2021-07-16 11:47:29,514] Pre-condition - Step 01: Open Browser: 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-16 11:47:40,919] Pre-condition  - Step 02: Click to Login Link
[INFO ] [2021-07-16 11:47:43,469] Pre-condition  - Step 03: Set login page cookies
[INFO ] [2021-07-16 11:47:51,821] Pre-condition  - Step 04: Verify Homepage is displayed
[INFO ] [2021-07-16 11:47:52,037] Post-condition - Step 01: Close browser/driver+ firefox
[INFO ] [2021-07-16 11:47:52,037] OS name = windows 10
[INFO ] [2021-07-16 11:47:53,452] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-16 11:54:13,663] Pre-condition - Step 01: Open Browser: 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-07-16 11:54:23,149] Pre-condition  - Step 02: Click to Login Link
[INFO ] [2021-07-16 11:54:24,421] Pre-condition  - Step 03: Set login page cookies
[INFO ] [2021-07-16 11:54:31,017] Pre-condition  - Step 04: Click to HomePage logo
[INFO ] [2021-07-16 11:54:32,404] Pre-condition  - Step 04: Verify Homepage is displayed
[INFO ] [2021-07-16 11:54:32,700] Post-condition - Step 01: Close browser/driver+ firefox
[INFO ] [2021-07-16 11:54:32,701] OS name = windows 10
[INFO ] [2021-07-16 11:54:34,242] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-19 08:28:19,010]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-19 08:28:25,988]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-19 09:47:38,341]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-19 09:47:43,431]  -------------------------- PASSED -------------------------- 
